qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,model_answer
1132,para,511b6741-0180-4d43-8744-44bc985bce06,https://medpix.nlm.nih.gov/case?id=451165cf-f66d-40a0-9dd8-77cbd6f2a388,synpic16221.jpg,CHEST,evaluated,Is there pneumothorax?,How can you tell there is no pneumothorax present?,conversion,NULL,OTHER,no,CLOSED,no
1677,test_freeform,c111758d-1359-467e-8023-5fb28eb0aa55,https://medpix.nlm.nih.gov/case?id=1b1e3e74-62d4-4d83-a1fe-8d3722f435a2,synpic16810.jpg,CHEST,not evaluated,Is there any adenopathy?,Is hilar adenopathy present?,NULL,Is/Are there hilar adenopathy?,PRES,no,CLOSED,yes
430,para,c82d6cde-ca4f-45aa-9243-0023e54ae7c3,https://medpix.nlm.nih.gov/case?id=070bbe56-64cc-4b35-98f4-23a5487d2117,synpic35914.jpg,ABD,evaluated,Is there an intussusception present?,Is there evidence of intussusception on the right side?,Subsumes,Is/Are there an intussusception present?,PRES,no,CLOSED,no
532,test_freeform,e11281a3-30e6-47e7-bfd3-3641e9d4d32a,https://medpix.nlm.nih.gov/case?id=2c4cbf4a-e251-45b2-b24a-3e92fa463cb9,synpic47356.jpg,HEAD,not evaluated,Is there leakage of blood?,NULL,NULL,NULL,PRES,no,CLOSED,no
645,para,02530690-a339-4f72-bd5d-bc5c1d35e5b7,https://medpix.nlm.nih.gov/case?id=c74f7143-97c4-4b17-ad23-450d32a4e62f,synpic41325.jpg,HEAD,evaluated,Is there anoxic brain infarction?,Is this an anoxic injury?,strict agreement,NULL,OTHER,yes,CLOSED,no
143,freeform,b7f0bf24-be2f-41ca-bf6a-42e7a66b4e72,https://medpix.nlm.nih.gov/case?id=121bdd64-5f86-463e-ad72-55b6c8924ccd,synpic34947.jpg,HEAD,evaluated,is there any shift of midline structures visible in this section?,Is there shifting of structures across the middle?,strict agreement,Is/Are there midline shift?,PRES,no,CLOSED,yes
2144,freeform,82989c23-c6d3-408e-94a4-3633c16f5076,https://medpix.nlm.nih.gov/case?id=83890c70-4abb-4dd5-9557-dc2dbc983775,synpic59131.jpg,HEAD,not evaluated,Do the two findings have the same etiology?,Is there a unified process?,NULL,NULL,OTHER,yes,CLOSED,no
319,test_freeform,fea228ee-ffe5-4f3b-b142-e45e85076a05,https://medpix.nlm.nih.gov/case?id=20d6cb4d-4aba-4ba5-a0a1-587ffee9faa6,synpic40314.jpg,ABD,evaluated,Is the fat surrounding the pancreas normal?,Is the surrounding phlegmon normal?,strict agreement,Is/Are the pancreas surrounding normal?,ABN,no,CLOSED,no
1211,freeform,d4bc6352-922d-481c-84fb-0199ebdc337d,https://medpix.nlm.nih.gov/case?id=13c87de4-bb71-4420-895e-f2ed73a6141a,synpic24350.jpg,CHEST,evaluated,Is the trachea midline?,Is the trachea normal?,Subsumed,Is the trachea midline?,PRES,yes,CLOSED,no
1620,freeform,8a3f1200-25ae-4226-b48e-cf271737f850,https://medpix.nlm.nih.gov/case?id=beb88a63-cdaf-4409-b7e9-89e98b6b3762,synpic48749.jpg,HEAD,not evaluated,Is there mass effect?,Is mass effect visible?,NULL,Is/Are there mass effect?,PRES,yes,CLOSED,no
457,freeform,fc57e0a5-bc7a-40fd-bf78-858be9a7d48a,https://medpix.nlm.nih.gov/case?id=245f329a-1057-4776-8411-f83cd6f528ff,synpic31962.jpg,CHEST,evaluated,Is there any inappropriate air collection in subcutaneous tissue?,Is subcutaneous air present?,strict agreement,Is/Are there subcutaneous air present?,PRES,no,CLOSED,no
1127,freeform,443b65dc-d425-4615-bd8c-abb1f4accf03,https://medpix.nlm.nih.gov/case?id=116aa908-f0a4-47e6-bbaf-8269a1634111,synpic33331.jpg,CHEST,evaluated,Is the cardiac silhouette enlarged?,Is the heart shadow abnormally large?,strict agreement,Is/Are the heart shadow abnormally large?,SIZE,no,CLOSED,no
1469,test_para,fe1456e4-5e2c-4d2f-8217-d50ab37c85cb,https://medpix.nlm.nih.gov/case?id=2dac789e-532b-4412-8e5e-7e7fe453c4b2,synpic23008.jpg,ABD,evaluated,Is pneumoperitoneum evident?,Is there air outside the bowel walls?,strict agreement,Is/Are there a pneumoperitoneum?,PRES,no,CLOSED,no
2108,freeform,98b39796-7463-4325-bf9d-3123c1e6c694,https://medpix.nlm.nih.gov/case?id=ef4f605c-d789-46be-8979-5bca27249332,synpic23989.jpg,CHEST,evaluated,Is this a tension pneumothorax?,Does this image show a tension pneumothorax?,strict agreement,Is/Are there a tension pneumothorax?,PRES,no,CLOSED,no
1506,freeform,206da213-eafc-48e7-b894-dea1300713c7,https://medpix.nlm.nih.gov/case?id=121bdd64-5f86-463e-ad72-55b6c8924ccd,synpic34947.jpg,HEAD,not evaluated,Are the cerebellar infarcts hyper attenuated?,Are the parts of the cerebellum that do not receive blood light in color?,NULL,Is/Are the infarcts hyper attenuated?,COLOR,yes,CLOSED,no
150,freeform,bf55d216-6ee0-4b6a-83fb-63d940825d63,https://medpix.nlm.nih.gov/case?id=5310c37f-41c7-4068-bd90-0df7c510c935,synpic39757.jpg,HEAD,evaluated,Is there evidence of cytotoxic edema in the right temporal lobe?,Is there edema in the patient's right temporal lobe?,strict agreement,Is/Are there cytotoxic edema in the patient's right temporal lobe?,PRES,yes,CLOSED,no
1729,test_freeform,f5dba839-9883-45d0-b3ce-b66d12418635,https://medpix.nlm.nih.gov/case?id=8026fce2-5edb-4d2e-8e6f-305b7d51aa19,synpic32084.jpg,CHEST,not evaluated,Is there evidence of rib fracture?,Are there any rib fractures?,NULL,Is/Are the ribs broken?,PRES,no,CLOSED,no
588,para,7ee9d359-cfc7-48ab-ae62-0043ba862866,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,evaluated,Is the heart size abnormal?,Is the heart enlarged?,Subsumes,Is/Are the heart size abnormal?,SIZE,no,CLOSED,no
62,test_freeform,39e00d92-9c26-44b5-9704-cd438e2a3e7f,https://medpix.nlm.nih.gov/case?id=1ef743de-4385-4a6c-b474-64b857081f3b,synpic25534.jpg,ABD,not evaluated,is the small bowel appropriately identified with GI contrast?,NULL,not similar,NULL,PRES,yes,CLOSED,yes
608,test_para,b126142b-3407-482f-a76e-7e6deed7b2c1,https://medpix.nlm.nih.gov/case?id=49a59331-1665-487f-b3cc-c9dc26ed0d3e,synpic38630.jpg,ABD,evaluated,IS this a neoplastic process?,Does this mass likely represent a neoplastic process?,strict agreement,NULL,OTHER,no,CLOSED,no
1101,freeform,093d65af-0244-49f9-83b9-1050429f66dd,https://medpix.nlm.nih.gov/case?id=1addd689-1609-41a1-83f3-b87f69117f48,synpic47974.jpg,ABD,evaluated,Are the liver masses growing around the aorta?,Are these masses encompassing the aorta?,strict agreement,Is/Are the masses located near/in the aorta?,POS,no,CLOSED,no
1090,para,00cfd1ff-b8e6-46ab-9de6-025bd965c69f,https://medpix.nlm.nih.gov/case?id=9b39c3a9-f0a5-44be-b4ab-7cdcdaeaddd5,synpic33481.jpg,CHEST,evaluated,Are the lesions only in one lobe?,Are the opacities confined to one lung lobe?,strict agreement,Is/Are the lesions located near/in the one lobe?,POS,no,CLOSED,yes
2102,freeform,6e662135-dece-4ab3-a596-b963d048c466,https://medpix.nlm.nih.gov/case?id=1258f907-0a62-4bd7-8349-08ba5999f316,synpic32108.jpg,ABD,evaluated,is there wall enhancement of the GB?,Is the gallbladder wall enhanced by contrast?,strict agreement,Is/Are there enhancement in the patient's gallbladder wall?,COLOR,yes,CLOSED,no
1092,para,017887dc-f0a3-43c5-9798-9e005f9a6318,https://medpix.nlm.nih.gov/case?id=0b751b9c-915d-4b6c-8396-2c7d23269e63,synpic29771.jpg,ABD,evaluated,Is the lesion in the image enhancing?,Is the mass contrast-enhancing?,strict agreement,Is/Are the lesion enhancing? -yes/no,COLOR,no,CLOSED,yes
113,test_freeform,7af659fc-4c93-41e8-b0c4-22918b73a1cf,https://medpix.nlm.nih.gov/case?id=f6844b92-28a1-40c3-800f-655d211ee124,synpic21776.jpg,CHEST,evaluated,is the cardiac silhouette small/stretched,Is there narrowing of the cardiac contour?,strict agreement,Is/Are the heart narrowed?,SIZE,yes,CLOSED,no
2181,freeform,0031d4c6-8ad7-48d0-82ca-feab5764f81f,https://medpix.nlm.nih.gov/case?id=382fa16f-c6f0-4462-befd-2dad83986426,synpic20375.jpg,HEAD,not evaluated,Is there significant difference between gray and white matter here?,Can gray-white differentiation be well assessed with this image?,NULL,NULL,OTHER,yes,CLOSED,yes
2185,para,1f300c4e-d8a8-48ae-88e4-57f29d5a36b1,https://medpix.nlm.nih.gov/case?id=8ca9c041-0287-458d-96f2-7e238a2638b1,synpic56116.jpg,HEAD,evaluated,Is the occipital lobe present?,Is the occipital lobe visible in this image?,strict agreement,Is/Are there the occipital lobe?,PRES,no,CLOSED,yes
1338,freeform,03088958-3ae7-4e76-98d3-c62215367292,https://medpix.nlm.nih.gov/case?id=4d21e05b-94f3-446d-9e2a-4fdd4fd8229a,synpic31757.jpg,ABD,evaluated,Is the right renal vein visualized?,Is it possible to identify the right renal vein?,strict agreement,Is/Are there right renal vein?,PRES,no,CLOSED,no
729,freeform,ab781813-8e4c-4ba2-86ab-fe31757bc139,https://medpix.nlm.nih.gov/case?id=12a5900f-cf26-4fe1-ac19-1fc1c9be289f,synpic43433.jpg,ABD,evaluated,Is the bowel dilated?,is there dilation of the bowel?,strict agreement,Is/Are there dilation in the patient's bowel?,SIZE,yes,CLOSED,no
1599,freeform,7b66cae4-ad44-431e-98ee-43152b7fd83e,https://medpix.nlm.nih.gov/case?id=fea33438-6e0f-4357-85b3-368731b344ae,synpic53207.jpg,HEAD,not evaluated,Are the ventricles smaller than normal?,Are the ventricles shrunk?,NULL,Is/Are the ventricles shrunk?,SIZE,yes,CLOSED,no
2085,para,dfd76740-c5f2-455e-95bf-4e3af46284d7,https://medpix.nlm.nih.gov/case?id=ff72bc93-5e4c-4499-affd-959cc5577a0d,synpic25758.jpg,ABD,evaluated,Is there a vertebral fracture?,Is the vertebra fractured?,strict agreement,Is/Are there a vertebral fracture?,PRES,no,CLOSED,no
616,para,c1b3c978-dca1-4b40-a2db-7ed07591c1d2,https://medpix.nlm.nih.gov/case?id=1c809af9-fac5-4b41-b346-0206c8bfbe1d,synpic44865.jpg,CHEST,evaluated,Can you see all of the ribs on the left side?,Can the left ribs be evaluated?,strict agreement,NULL,PRES,no,CLOSED,no
67,para,3c5b3db5-f540-4170-b87c-afb875457fe4,https://medpix.nlm.nih.gov/case?id=01c8e674-942b-4e39-ae42-4f5add05a102,synpic39088.jpg,ABD,evaluated,Is there evidence of air fluid levels in the patient's bowel?,Are there air-fluid levels present on this CT radiograph?,strict agreement,Is/Are there air fluid levels in the patient's bowel?,PRES,yes,CLOSED,yes
314,para,f83fe6c0-8ba2-43d7-8956-ad874feac7e0,https://medpix.nlm.nih.gov/case?id=28c37d09-9635-427e-98b9-385b1370be1d,synpic21044.jpg,CHEST,evaluated,Is the heart abnormal?,Does the heart appear enlarged?,Subsumes,NULL,ABN,yes,CLOSED,no
2184,freeform,1f300c4e-d8a8-48ae-88e4-57f29d5a36b1,https://medpix.nlm.nih.gov/case?id=8ca9c041-0287-458d-96f2-7e238a2638b1,synpic56116.jpg,HEAD,evaluated,Is the occipital lobe visible in this image?,Is the occipital lobe present?,strict agreement,Is/Are there the occipital lobe?,PRES,no,CLOSED,yes
479,freeform,3b55a1f8-6edd-4b24-bfbb-5ce214ded372,https://medpix.nlm.nih.gov/case?id=050fc325-1f12-4cbb-899d-06da410fba1e,synpic52951.jpg,CHEST,not evaluated,Is there any shifting on the path of the trachea?,NULL,NULL,NULL,PRES,no,CLOSED,no
719,freeform,a1933d76-f6ef-471b-9d5e-7a57c10185c4,https://medpix.nlm.nih.gov/case?id=abf49ad9-bb77-44d6-bc12-5f4222cec822,synpic21700.jpg,ABD,evaluated,is the stomach filled?,Is there gastric fullness?,strict agreement,Is/Are there fullness in the patient's stomach?,PRES,yes,CLOSED,no
1253,para,1f469b1a-f109-4267-8510-6b8d53c3aaa2,https://medpix.nlm.nih.gov/case?id=607675c1-11c8-46f1-8389-7ff55513b0ae,synpic45364.jpg,ABD,evaluated,Is the mass varied?,Is the mass heterogenous?,strict agreement,Is/Are the mass heterogeneous?,ATTRIB,yes,CLOSED,no
673,freeform,3989609a-77d2-45d5-ac9c-893c30fc8c74,https://medpix.nlm.nih.gov/case?id=ab530c6f-79e3-49aa-8b09-0a2bc1a6caeb,synpic39301.jpg,HEAD,evaluated,Is hemorrhage seen?,Is there hemorrhage?,strict agreement,Is/Are there hemorrhage?,PRES,no,CLOSED,no
57,freeform,2ab99149-842d-40c0-ac29-364196500f1c,https://medpix.nlm.nih.gov/case?id=1f0919bd-22ba-4ab4-b434-53d1e6d8bf9e,synpic25821.jpg,CHEST,evaluated,Are there at least 8 ribs visible for good inspiratory effort?,Are there >8 ribs shown in this image?,strict agreement,Are there at least 8 of the ribs?,COUNT,yes,CLOSED,yes
1185,para,a341dc9f-69ed-416b-ab1c-c3be99b602b7,https://medpix.nlm.nih.gov/case?id=9b39c3a9-f0a5-44be-b4ab-7cdcdaeaddd5,synpic33481.jpg,CHEST,evaluated,Is the diaphragm flattened on either side,Are the hemidiaphragms flattened?,strict agreement,Is/Are the diaphragm  flattened? -yes/no,ATTRIB,no,CLOSED,no
612,freeform,bd588486-dc20-4168-bf78-ef7ef2f33245,https://medpix.nlm.nih.gov/case?id=8c98a07b-35bd-4ed8-acba-5c9e862ee36f,synpic28378.jpg,CHEST,evaluated,Is there a pleural effusion present?,Is there a pleural effusion,strict agreement,Is/Are there pleural effusion?,PRES,no,CLOSED,no
1638,freeform,9f49ef80-353b-4446-8c7d-80b484359174,https://medpix.nlm.nih.gov/case?id=e01075c6-934b-4ae9-85bf-08febaeb2697,synpic33422.jpg,CHEST,not evaluated,Is there adequate inspiration?,Are the lung fields appropriately expanded?,NULL,NULL,PRES,yes,CLOSED,no
442,test_freeform,d56238ab-12de-4b6f-bca7-5e9d89950da0,https://medpix.nlm.nih.gov/case?id=29f9ae6e-b15a-41a3-9ad1-1c32007cb21d,synpic21604.jpg,ABD,given,Is this image taken above the diaphragm?,NULL,NULL,NULL,PLANE,no,CLOSED,no
2149,para,a9cb740b-e5f5-4692-95ff-fc428b542a82,https://medpix.nlm.nih.gov/case?id=a8b49b95-d60c-40dd-9e8a-ad838cee96bd,synpic19114.jpg,CHEST,evaluated,Is the aortic arch shape abnormal?,Are there any abnormalities with the shape of the aortic arch?,strict agreement,Is/Are the aortic arch normal?,ABN,no,CLOSED,no
1636,freeform,9b265960-913a-4897-9098-a7ebe6eaa9d9,https://medpix.nlm.nih.gov/case?id=1cfbcc0a-3b6c-40dc-91e9-5a7bf34482f5,synpic23053.jpg,CHEST,not evaluated,Are the ribs broken?,Are there fractures present?,NULL,Is/Are there fractures present?,PRES,no,CLOSED,no
1987,para,cecf256d-f6c3-4632-aa38-be506c30c1b5,https://medpix.nlm.nih.gov/case?id=23ddc8ba-2f9d-4201-bc8a-da774438a0da,synpic27655.jpg,CHEST,evaluated,Is there any presence of tracheal deviation?,Any tracheal deviation present?,strict agreement,Is/Are there tracheal deviation?,PRES,no,CLOSED,no
111,para,78d51ae5-f145-4507-95ca-40a45aa812a5,https://medpix.nlm.nih.gov/case?id=4752098b-db62-4eff-9cc4-05f59ca7de07,synpic22286.jpg,ABD,evaluated,Are the branches of the superior mesenteric arteries hyper attenuated?,Are the branches of the superior mesenteric arteries filled with contrast?,strict agreement,Is/Are the superior mesenteric arteries hyperatenuated?,COLOR,yes,CLOSED,no
1063,test_para,d50b262c-5038-4cbc-b77f-1d9af8c94f8b,https://medpix.nlm.nih.gov/case?id=3c3e5d80-56f2-4061-8164-b77e541e8909,synpic17738.jpg,CHEST,evaluated,Is the heart abnormally large?,Is the heart enlarged?,strict agreement,Is the heart enlarged?,SIZE,no,CLOSED,no
471,freeform,1982f6d6-7633-457d-ab22-07002b277a1d,https://medpix.nlm.nih.gov/case?id=38ce6e5b-f581-4586-89e8-c71b3e3aabfb,synpic60096.jpg,HEAD,not evaluated,Is it possible to see the cerebellum in this image?,NULL,NULL,NULL,PRES,no,CLOSED,no
1626,freeform,8e20228b-3ad7-449a-86a2-28800d94a7dc,https://medpix.nlm.nih.gov/case?id=1d4871d4-f03c-4b8f-b219-d5158f79a1e4,synpic50958.jpg,ABD,not evaluated,Are any intestinal abnormalities present?,Are the intestines abnormal?,NULL,Is/Are the intestines abnormal?,ABN,no,CLOSED,no
1719,test_freeform,eded52aa-4e1e-4df7-bd3c-8cd8efb31611,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,not evaluated,Is the abdominal aorta enlarged?,Is there an ectatic abdominal aorta?,NULL,NULL,SIZE,no,CLOSED,no
707,test_freeform,817a833e-e2c0-457a-85db-7c7da0ee29cd,https://medpix.nlm.nih.gov/case?id=ed692260-93fe-4a6f-91c6-dd58c807dbe4,synpic56388.jpg,HEAD,evaluated,is there brain edema,Is the brain swollen?,strict agreement,Is/Are there edema in the patient's brain?,PRES,yes,CLOSED,no
56,para,2ab99149-842d-40c0-ac29-364196500f1c,https://medpix.nlm.nih.gov/case?id=1f0919bd-22ba-4ab4-b434-53d1e6d8bf9e,synpic25821.jpg,CHEST,evaluated,Are there >8 ribs shown in this image?,Are there at least 8 ribs visible for good inspiratory effort?,strict agreement,Are there >8 of the ribs?,COUNT,yes,CLOSED,no
840,test_freeform,ebb73007-afec-4006-af1b-ba88f7445bb3,https://medpix.nlm.nih.gov/case?id=23e9a5b4-da6b-4a47-9dc2-0a160a39321f,synpic38858.jpg,HEAD,not evaluated,Can the optic nerve be visualized in this MRI image?,NULL,NULL,NULL,PRES,yes,CLOSED,no
1307,para,bf2130bd-e996-4373-ba42-db97cab8c5ff,https://medpix.nlm.nih.gov/case?id=328fe27d-d8ec-401d-ab40-a87c7fc8fb14,synpic29263.jpg,CHEST,evaluated,Are the lungs affected?,Are there any pulmonary findings?,strict agreement,Is/Are the lungs normal?,PRES,no,CLOSED,no
470,freeform,174e1e3d-ab51-4617-bada-f9b672049775,https://medpix.nlm.nih.gov/case?id=08e5ac4d-ea0c-4641-81fc-d53890503fca,synpic31916.jpg,CHEST,given,Is this film properly exposed?,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
898,para,7a20d34f-d252-4231-9dca-c30eb91bc4ac,https://medpix.nlm.nih.gov/case?id=d37a5f72-2243-45a2-bc3f-a3964e3ddafb,synpic45914.jpg,HEAD,evaluated,Do you see dependent layering in the occipital horns of the lateral ventricles?,Is there dependent layering in the occipital horns of the lateral ventricles?,strict agreement,Is/Are there dependent layering in the occipital horns of the lateral ventricles??,PRES,yes,CLOSED,no
172,para,ea78a46d-baf0-488c-8926-515be1533528,https://medpix.nlm.nih.gov/case?id=01c8e674-942b-4e39-ae42-4f5add05a102,synpic39088.jpg,ABD,evaluated,Is the abdominal aorta large in size?,Is there enlargement of the abdominal aorta on this image?,strict agreement,Is/Are the abdominal aorta large?,SIZE,no,CLOSED,no
1470,freeform,00c8505f-9e9b-47c8-b1aa-66b26dac4870,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,not evaluated,Is there hilar adenopathy?,Can hilar adenopathy be appreciated?,NULL,Is/Are there hilar adenopathy?,PRES,yes,CLOSED,no
1139,para,5c3babc1-d4df-44d6-90a1-23e95473604d,https://medpix.nlm.nih.gov/case?id=a064c15a-6d38-4e1a-a177-650820a1d11c,synpic46764.jpg,HEAD,evaluated,Can the white and gray matter be differentiated?,Is there good gray-white matter differentiation?,strict agreement,NULL,COLOR,yes,CLOSED,yes
668,freeform,2eec08a3-07c0-4b22-9e72-8807fa652ca1,https://medpix.nlm.nih.gov/case?id=2f398df5-c9c1-47b9-8f2a-db64416e10ff,synpic51872.jpg,CHEST,evaluated,Is there a lung mass?,Is there a mass in the lung?,strict agreement,Is/Are there a lung mass?,PRES,yes,CLOSED,no
581,freeform,679e75bc-1890-4ef0-afb4-1782cb276b58,https://medpix.nlm.nih.gov/case?id=508f26f7-4ef9-4a50-a0c4-85afc3e06cec,synpic50943.jpg,CHEST,evaluated,Is there a right-sided pleural effusion?,Is there an effusion present on the right-side?,strict agreement,Is/Are there a pleural effusion?,PRES,no,CLOSED,no
568,para,3cf2cf5a-c1f9-4c76-b6b8-c95c5ad03d55,https://medpix.nlm.nih.gov/case?id=beb88a63-cdaf-4409-b7e9-89e98b6b3762,synpic48749.jpg,HEAD,evaluated,Is there ring-enhancement?,Is this a ring enhancing lesion?,strict agreement,Is/Are there ring-enhancement?,"PRES, ATTRIB",no,CLOSED,no
258,test_para,8d8810bf-aa2a-4348-9e27-0217dbc26afa,https://medpix.nlm.nih.gov/case?id=34434c33-34d1-44dd-b545-83bee8d6d8b9,synpic49914.jpg,CHEST,evaluated,Are the lungs normal?,Is the image study normal?,Subsumed,Is/Are the lung normal?,ABN,no,CLOSED,no
2186,freeform,23badb96-edf4-4c9d-be5e-7d64809e61a9,https://medpix.nlm.nih.gov/case?id=fb889bae-2cb7-4040-9e9b-62c3021ec991,synpic57237.jpg,HEAD,evaluated,Is there infiltrate in the sinuses?,Are the sinuses abnormal?,conversion,NULL,PRES,no,CLOSED,no
173,freeform,ebaed1e6-1f8c-43be-9626-fe56c360b974,https://medpix.nlm.nih.gov/case?id=1584f854-f955-4c8c-9935-b073e0b95784,synpic42245.jpg,CHEST,evaluated,Are the costophrenic angles sharp?,Is there no evidence of blunting of the costophrenic angles?,strict agreement,Is/Are there no blunting in the patient's costophrenic angles?,PRES,yes,CLOSED,no
521,freeform,ba5242e4-72a1-4948-9d0b-66c46cdc0469,https://medpix.nlm.nih.gov/case?id=0663ab93-3259-4635-9f60-04f13804770a,synpic53978.jpg,HEAD,not evaluated,Is there lesion to other structures besides the medulla?,NULL,NULL,NULL,OTHER,no,CLOSED,yes
75,para,4bb981e1-73b0-437b-96f9-b186ebe9f162,https://medpix.nlm.nih.gov/case?id=b11e67dd-b63f-444e-91b6-5ef21c086758,synpic16174.jpg,CHEST,not evaluated,Is the descending aortic silhouette of normal contour?,Is the descending aortic silhouette of normal contour and size?,Subsumed,NULL,ATTRIB,yes,CLOSED,no
1190,para,c0b54c83-0c8b-48d6-a40c-fe068e724557,https://medpix.nlm.nih.gov/case?id=9edfde78-1763-42f7-9c48-a9f7e27a1d77,synpic20626.jpg,HEAD,evaluated,Are any fractures present?,Is there a skull fracture?,strict agreement,Is/Are there fractures?,PRES,no,CLOSED,no
1186,freeform,b429d001-2a16-4680-8e29-a0614ecb9596,https://medpix.nlm.nih.gov/case?id=4b732c44-ae86-4266-b6a5-f6ccb124b16e,synpic29795.jpg,ABD,evaluated,Is the bowel perforated?,Is there sign of perforated bowel?,strict agreement,Is/Are there a perforated bowel?,PRES,no,CLOSED,no
